title,price,my,make,model,body_type,battery,kw,range_km,odo
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Electric Art Line Auto 4MATIC,157206,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 BMW iX xDrive40 Sport I20 Auto AWD,156971,2021,BMW,iX,SUV,AC240kW,240,630,0
2021 BMW iX xDrive40 Sport I20 Auto AWD,156971,2021,BMW,iX,SUV,AC240kW,240,630,0
2021 BMW iX xDrive40 Sport I20 Auto AWD,156971,2021,BMW,iX,SUV,AC240kW,240,630,0
2021 BMW iX xDrive40 Sport I20 Auto AWD,156971,2021,BMW,iX,SUV,AC240kW,240,630,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY22,155000,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Audi e-tron 50 Auto quattro MY21,154331,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Jaguar I-PACE EV400 SE Auto AWD MY22,153122,2021,Jaguar,I-PACE,SUV,294kW,294,270,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,152732,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,152732,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,152732,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 BMW iX xDrive40 I20 Auto AWD,152710,2021,BMW,iX,SUV,AC240kW,240,425,0
2021 BMW iX xDrive40 I20 Auto AWD,152710,2021,BMW,iX,SUV,AC240kW,240,425,0
2021 BMW iX xDrive40 I20 Auto AWD,152710,2021,BMW,iX,SUV,AC240kW,240,425,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,152550,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,152550,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Audi e-tron 50 Auto quattro MY22,152550,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,152550,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,151987,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,151987,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,151987,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Audi e-tron 50 Auto quattro MY21,151881,2021,Audi,e-tron,SUV,AC230kW,230,334,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Sport Auto 4MATIC,151485,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,150922,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,434,0
2021 BMW iX xDrive40 I20 Auto AWD,150580,2021,BMW,iX,SUV,AC240kW,240,425,0
2021 Mercedes-Benz EQC EQC400 Auto 4MATIC,133380,2021,Mercedes-Benz,EQC,SUV,AC300kW,300,430,0
2020 Jaguar I-PACE EV400 SE Auto AWD MY20,128888,2020,Jaguar,I-PACE,SUV,294kW,294,270,0
2021 Tesla Model 3 Performance Auto AWD,99166,2021,Tesla,Model 3,Sedan,335KW,335,628,0
2021 Tesla Model 3 Performance Auto AWD,97228,2021,Tesla,Model 3,Sedan,335KW,335,628,0
2021 Tesla Model 3 Performance Auto AWD,97228,2021,Tesla,Model 3,Sedan,335KW,335,628,0
2021 Tesla Model 3 Performance Auto AWD,97228,2021,Tesla,Model 3,Sedan,335KW,335,628,0
2021 Tesla Model 3 Performance Auto AWD,95151,2021,Tesla,Model 3,Sedan,335KW,335,628,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Volvo XC40 Recharge Pure Electric Auto AWD MY22,86296,2021,Volvo,XC40,SUV,150kW,150,450,0
2021 Mercedes-Benz EQA EQA250 Auto,85492,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,85492,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Tesla Model 3 Long Range Auto AWD,84757,2021,Tesla,Model 3,Sedan,258KW,258,657,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,84009,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Tesla Model 3 Long Range Auto AWD,82819,2021,Tesla,Model 3,Sedan,258KW,258,657,0
2021 Tesla Model 3 Long Range Auto AWD,82819,2021,Tesla,Model 3,Sedan,258KW,258,657,0
2021 Tesla Model 3 Long Range Auto AWD,82819,2021,Tesla,Model 3,Sedan,258KW,258,657,0
2021 Mercedes-Benz EQA EQA250 Auto,82788,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,82788,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,82788,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 Mercedes-Benz EQA EQA250 Auto,82788,2021,Mercedes-Benz,EQA,SUV,AC140kW,140,480,0
2021 BMW i3 s 120Ah I01 Auto,81328,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,81328,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,81328,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,81328,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 Tesla Model 3 Long Range Auto AWD,80742,2021,Tesla,Model 3,Sedan,258KW,258,657,0
2021 BMW i3 s 120Ah I01 Auto,80060,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,80060,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,80060,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,80060,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 BMW i3 s 120Ah I01 Auto,80060,2021,BMW,i3,Hatch,DC135kW,135,260,0
2021 Hyundai Kona electric Highlander Auto MY21,73054,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,72695,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,71510,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71479,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71174,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71174,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,71174,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Kia Niro EV Sport Auto 2WD MY21,70990,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,70990,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV Sport Auto 2WD MY21,70990,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Hyundai Kona electric Highlander Auto MY21,70845,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,70845,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,70845,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,70845,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 MINI Hatch Cooper SE MINI Yours Auto,70420,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE MINI Yours Auto,70420,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE MINI Yours Auto,70420,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE MINI Yours Auto,70420,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE MINI Yours Auto,70420,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 Tesla Model 3 Standard Range Plus Auto,69404,2021,Tesla,Model 3,Sedan,AC190kW,190,508,0
2021 Hyundai Kona electric Highlander Auto MY21,68287,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,68287,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,68287,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Highlander Auto MY21,68287,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,68010,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Tesla Model 3 Standard Range Plus Auto,67913,2021,Tesla,Model 3,Sedan,AC190kW,190,508,0
2021 Tesla Model 3 Standard Range Plus Auto,67913,2021,Tesla,Model 3,Sedan,AC190kW,190,508,0
2021 Tesla Model 3 Standard Range Plus Auto,67913,2021,Tesla,Model 3,Sedan,AC190kW,190,508,0
2021 Hyundai Kona electric Elite Auto MY21,67751,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Elite Auto MY21,67751,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Elite Auto MY21,67751,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Elite Auto MY21,67751,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Kia Niro EV S Auto 2WD MY21,67490,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Kia Niro EV S Auto 2WD MY21,67490,2021,Kia,Niro,SUV,DC150kW,150,455,0
2021 Hyundai Kona electric Elite Auto MY21,67118,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Nissan LEAF e+ ZE1 Auto,66990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Hyundai Kona electric Elite Auto MY21,66974,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Tesla Model 3 Standard Range Plus Auto,66316,2021,Tesla,Model 3,Sedan,AC190kW,190,508,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65985,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2020 Hyundai Kona electric Elite Auto MY20,65649,2020,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Elite Auto MY21,65640,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Nissan LEAF e+ ZE1 Auto,65585,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65585,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65585,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65585,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,65585,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64990,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Nissan LEAF e+ ZE1 Auto,64490,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 Hyundai Kona electric Highlander Auto MY21,64430,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,64119,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Hyundai Kona electric Elite Auto MY21,64119,2021,Hyundai,Kona,SUV,DC150kW,150,557,0
2021 Nissan LEAF e+ ZE1 Auto,63888,2021,Nissan,LEAF,Hatch,AC160kW,160,450,0
2021 MINI Hatch Cooper SE Classic Auto,62779,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE Classic Auto,62779,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE Classic Auto,62779,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE Classic Auto,62779,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 MINI Hatch Cooper SE Classic Auto,62779,2021,MINI,Hatch,Hatch,DC135kW,135,215,0
2021 Hyundai IONIQ electric Premium Auto MY21,60811,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,60811,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY22,60811,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY22,60811,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai Kona electric Elite Auto MY21,60703,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai IONIQ electric Premium Auto MY22,60284,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY22,60284,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,60284,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,60284,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY22,60284,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,60284,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai Kona electric Elite Auto MY21,59047,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,59047,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai IONIQ electric Premium Auto MY22,58537,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,58537,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,58537,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,57490,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Premium Auto MY21,57490,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY22,56509,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY21,56509,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY22,56509,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY21,56509,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY22,56509,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY21,56509,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai Kona electric Elite Auto MY21,56300,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,56300,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,56300,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,56300,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,56300,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai Kona electric Elite Auto MY21,56300,2021,Hyundai,Kona,SUV,DC100kW,100,305,0
2021 Hyundai IONIQ electric Elite Auto MY21,55982,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
2021 Hyundai IONIQ electric Elite Auto MY22,55982,2021,Hyundai,IONIQ,Hatch,DC100kW,100,373,0
