title,price,odometer,body,trans,engline,state,seller,state_2,odo_adj,id,seller_ad,state_ad,state_only,price_adj,body_adj,trans_ad,odo_ad,engine_ad
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Dealer Used Car

","
                VIC - Essendon Nissan
            ",,45068,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,34947,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.0L Petrol,"ACT
            
            Distance from me?
        ","Dealer Used Car

","
                VIC - Essendon Nissan
            ",,45069,incorrect seller,"ACT
            
            Distance from me?
        ",ACT,34947,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.0L Petrol,"QLD
            
            Distance from me?
        ","Dealer Used Car

","
                VIC - Essendon Nissan
            ",,45070,incorrect seller,"QLD
            
            Distance from me?
        ",QLD,34947,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Private Seller Car

","
                VIC - Berwick Nissan
            ",,45071,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Dealer Used Car

","
                VIC - Berwick Nissan
            ",,45072,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Private Seller Car

","
                VIC - Berwick Nissan
            ",,45073,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Dealer Used Car

","
                VIC - Berwick Nissan
            ",,45074,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Private Seller Car

","
                VIC - Berwick Nissan
            ",,45075,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Dealer Used Car

","
                VIC - Berwick Nissan
            ",,45076,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Private Seller Car

","
                VIC - Berwick Nissan
            ",,45077,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Private Seller Car

","
                VIC - Berwick Nissan
            ",,45078,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Private Seller Car

","
                VIC - Berwick Nissan
            ",,45079,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Dealer Used Car

","
                VIC - Berwick Nissan
            ",,45080,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$34,947 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"","Dealer Used Car

","
                VIC - Berwick Nissan
            ",,45081,incorrect seller,"
                VIC - Berwick Nissan
            ",VIC,34947,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$34,990 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.0L Petrol,"QLD
            
            Distance from me?
        ","Dealer Used Car

","
                NSW - Penrith Nissan
            ",,45096,incorrect seller,"QLD
            
            Distance from me?
        ",QLD,34990,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45133,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45138,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45139,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$35,990 ",SUV,Automatic,4cyl 2.5L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                NSW - Central Coast Motor Group - Wyong
            ",,45140,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$35,990 ",SUV,Automatic,4cyl 2.5L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                WA - Morley City Nissan
            ",,45141,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                NSW - Central Coast Motor Group - Wyong
            ",,45142,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.0L Petrol,"QLD
            
            Distance from me?
        ","Private Seller Car

","",,45143,incorrect seller,"QLD
            
            Distance from me?
        ",QLD,35990,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.0L Petrol,"WA
            
            Distance from me?
        ","Dealer Used Car

","",,45144,incorrect seller,"WA
            
            Distance from me?
        ",WA,35990,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","",,45145,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,35990,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$35,990 ",SUV,Automatic,4cyl 2.5L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45146,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,35990,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$36,411 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45152,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,36411,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$36,411 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.0L Petrol,"QLD
            
            Distance from me?
        ","Dealer Used Car

","",,45153,incorrect seller,"QLD
            
            Distance from me?
        ",QLD,36411,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$36,411 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.0L Petrol,"WA
            
            Distance from me?
        ","Dealer Used Car

","",,45154,incorrect seller,"WA
            
            Distance from me?
        ",WA,36411,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,490 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                NSW - Macarthur Nissan
            ",,45155,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,36490,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,490 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                NSW - Macarthur Nissan
            ",,45156,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,36490,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Private Seller Car

","",,45167,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45168,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Private Seller Car

","",,45169,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45170,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Private Seller Car

","",,45171,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45172,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Private Seller Car

","",,45173,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Private Seller Car

","",,45174,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Private Seller Car

","",,45175,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45176,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45177,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45178,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Private Seller Car

","",,45179,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Dealer Used Car

","",,45180,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Private Seller Car

","",,45181,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Dealer Used Car

","",,45182,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Private Seller Car

","",,45183,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Dealer Used Car

","",,45184,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Private Seller Car

","",,45185,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Private Seller Car

","",,45186,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Private Seller Car

","",,45187,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,"","","Dealer Used Car

","",,45188,incorrect seller,"","",36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45189,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,"","","Dealer Used Car

","",,45190,incorrect seller,"","",36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                WA - Mandurah Nissan
            ",,45191,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Dealer Used Car

","
                WA - Mandurah Nissan
            ",,45192,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                WA - Mandurah Nissan
            ",,45193,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,585 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Dealer Used Car

","
                WA - Mandurah Nissan
            ",,45194,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,3cyl 1.0L Turbo Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                WA - Mandurah Nissan
            ",,45195,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Dealer Used Car

","
                WA - Mandurah Nissan
            ",,45196,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,3cyl 1.0L Turbo Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                WA - Mandurah Nissan
            ",,45197,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                WA - Mandurah Nissan
            ",,45198,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,3cyl 1.0L Turbo Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                WA - Mandurah Nissan
            ",,45199,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan X-TRAIL ST T32 Auto 2WD MY21,"$36,585 ",SUV,Automatic,4cyl 2.5L Petrol,4cyl 2.5L Petrol,"NSW
            
            Distance from me?
        ","Dealer Used Car

","
                WA - Mandurah Nissan
            ",,45200,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36585,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,685 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.0L Petrol,"NSW
            
            Distance from me?
        ","Private Seller Car

","
                VIC - Traralgon Nissan
            ",,45207,incorrect seller,"NSW
            
            Distance from me?
        ",NSW,36685,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,870 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,4cyl 2.0L Petrol,"QLD
            
            Distance from me?
        ","Dealer Used Car

","
                NSW - Macarthur Nissan
            ",,45208,incorrect seller,"QLD
            
            Distance from me?
        ",QLD,36870,SUV,Automatic,0,4cyl 2.0L Petrol
2021 Nissan X-TRAIL ST T32 Auto 4WD MY21,"$36,990 ",SUV,Automatic,4cyl 2.5L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45216,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,36990,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 4WD MY21,"$36,990 ",SUV,Automatic,4cyl 2.5L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","",,45217,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,36990,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan X-TRAIL ST T32 Auto 4WD MY21,"$36,990 ",SUV,Automatic,4cyl 2.5L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45218,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,36990,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","",,45219,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45220,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","",,45221,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","",,45222,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","",,45223,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45224,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45225,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","",,45226,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45227,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                ACT - Lennock Motors
            ",,45228,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45229,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                ACT - Lennock Motors
            ",,45230,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45231,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                ACT - Lennock Motors
            ",,45232,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan QASHQAI ST+ J11 Series 3 Auto MY20,"$37,031 ",SUV,Automatic,4cyl 2.0L Petrol,4cyl 2.5L Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                WA - Morley City Nissan
            ",,45233,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37031,SUV,Automatic,0,4cyl 2.5L Petrol
2021 Nissan QASHQAI ST-L J11 Series 3 Auto MY20,"$37,190 ",SUV,Automatic,4cyl 2.0L Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Dealer Used Car

","
                ACT - Lennock Motors
            ",,45238,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37190,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
2021 Nissan JUKE ST-L+ F16 Auto 2WD,"$37,240 ",SUV,Automatic,3cyl 1.0L Turbo Petrol,3cyl 1.0L Turbo Petrol,"VIC
            
            Distance from me?
        ","Private Seller Car

","
                ACT - Lennock Motors
            ",,45239,incorrect seller,"VIC
            
            Distance from me?
        ",VIC,37240,SUV,Automatic,0,3cyl 1.0L Turbo Petrol
